M-A,M-B,S-A,S-B,M-C,M-D,S-C,S-D,M-E,M-F,S-E,S-F,All
,689.0,,635.0,,820.0,,738.0,798.0,,,,798.0
655.0,,683.0,,617.0,,597.0,,,761.0,,,655.0
655.0,,683.0,,617.0,,597.0,,,761.0,,,683.0
655.0,,683.0,,617.0,,597.0,,,761.0,,,617.0
655.0,,683.0,,617.0,,597.0,,,761.0,,,597.0
655.0,,683.0,,617.0,,597.0,,,761.0,,,761.0
,674.0,,636.0,,816.0,,736.0,793.0,,,,674.0
,674.0,,636.0,,816.0,,736.0,793.0,,,,636.0
,674.0,,636.0,,816.0,,736.0,793.0,,,,816.0
,674.0,,636.0,,816.0,,736.0,793.0,,,,736.0
,674.0,,636.0,,816.0,,736.0,793.0,,,,793.0
669.0,,662.0,,629.0,,594.0,,,732.0,,,669.0
669.0,,662.0,,629.0,,594.0,,,732.0,,,662.0
669.0,,662.0,,629.0,,594.0,,,732.0,,,629.0
669.0,,662.0,,629.0,,594.0,,,732.0,,,594.0
669.0,,662.0,,629.0,,594.0,,,732.0,,,732.0
,681.0,,647.0,621.0,,,740.0,794.0,,,,681.0
,681.0,,647.0,621.0,,,740.0,794.0,,,,647.0
,681.0,,647.0,621.0,,,740.0,794.0,,,,621.0
,681.0,,647.0,621.0,,,740.0,794.0,,,,740.0
,681.0,,647.0,621.0,,,740.0,794.0,,,,794.0
690.0,,657.0,,,831.0,589.0,,,726.0,,,690.0
690.0,,657.0,,,831.0,589.0,,,726.0,,,657.0
690.0,,657.0,,,831.0,589.0,,,726.0,,,831.0
690.0,,657.0,,,831.0,589.0,,,726.0,,,589.0
690.0,,657.0,,,831.0,589.0,,,726.0,,,726.0
,686.0,,657.0,615.0,,,739.0,773.0,,,,686.0
,686.0,,657.0,615.0,,,739.0,773.0,,,,657.0
,686.0,,657.0,615.0,,,739.0,773.0,,,,615.0
,686.0,,657.0,615.0,,,739.0,773.0,,,,739.0
,686.0,,657.0,615.0,,,739.0,773.0,,,,773.0
671.0,,644.0,,,841.0,585.0,,,743.0,,,671.0
671.0,,644.0,,,841.0,585.0,,,743.0,,,644.0
671.0,,644.0,,,841.0,585.0,,,743.0,,,841.0
671.0,,644.0,,,841.0,585.0,,,743.0,,,585.0
671.0,,644.0,,,841.0,585.0,,,743.0,,,743.0
,688.0,,657.0,611.0,,573.0,,766.0,,,,688.0
,688.0,,657.0,611.0,,573.0,,766.0,,,,657.0
,688.0,,657.0,611.0,,573.0,,766.0,,,,611.0
,688.0,,657.0,611.0,,573.0,,766.0,,,,573.0
,688.0,,657.0,611.0,,573.0,,766.0,,,,766.0
654.0,,644.0,,,842.0,,742.0,,757.0,,,654.0
654.0,,644.0,,,842.0,,742.0,,757.0,,,644.0
654.0,,644.0,,,842.0,,742.0,,757.0,,,842.0
654.0,,644.0,,,842.0,,742.0,,757.0,,,742.0
654.0,,644.0,,,842.0,,742.0,,757.0,,,757.0
,686.0,,657.0,616.0,,573.0,,,743.0,,,686.0
,686.0,,657.0,616.0,,573.0,,,743.0,,,657.0
,686.0,,657.0,616.0,,573.0,,,743.0,,,616.0
,686.0,,657.0,616.0,,573.0,,,743.0,,,573.0
,686.0,,657.0,616.0,,573.0,,,743.0,,,743.0
656.0,,648.0,,622.0,,,730.0,782.0,,,,656.0
656.0,,648.0,,622.0,,,730.0,782.0,,,,648.0
656.0,,648.0,,622.0,,,730.0,782.0,,,,622.0
656.0,,648.0,,622.0,,,730.0,782.0,,,,730.0
656.0,,648.0,,622.0,,,730.0,782.0,,,,782.0
,675.0,,653.0,,808.0,575.0,,,741.0,,,675.0
,675.0,,653.0,,808.0,575.0,,,741.0,,,653.0
,675.0,,653.0,,808.0,575.0,,,741.0,,,808.0
,675.0,,653.0,,808.0,575.0,,,741.0,,,575.0
,675.0,,653.0,,808.0,575.0,,,741.0,,,741.0
665.0,,676.0,,619.0,,,728.0,798.0,,,,665.0
665.0,,676.0,,619.0,,,728.0,798.0,,,,676.0
665.0,,676.0,,619.0,,,728.0,798.0,,,,619.0
665.0,,676.0,,619.0,,,728.0,798.0,,,,728.0
665.0,,676.0,,619.0,,,728.0,798.0,,,,798.0
,664.0,,660.0,,799.0,585.0,,,755.0,,,664.0
,664.0,,660.0,,799.0,585.0,,,755.0,,,660.0
,664.0,,660.0,,799.0,585.0,,,755.0,,,799.0
,664.0,,660.0,,799.0,585.0,,,755.0,,,585.0
,664.0,,660.0,,799.0,585.0,,,755.0,,,755.0
655.0,,735.0,,610.0,,,736.0,817.0,,,,655.0
655.0,,735.0,,610.0,,,736.0,817.0,,,,735.0
655.0,,735.0,,610.0,,,736.0,817.0,,,,610.0
655.0,,735.0,,610.0,,,736.0,817.0,,,,736.0
655.0,,735.0,,610.0,,,736.0,817.0,,,,817.0
,660.0,,654.0,,810.0,601.0,,,773.0,,,660.0
,660.0,,654.0,,810.0,601.0,,,773.0,,,654.0
,660.0,,654.0,,810.0,601.0,,,773.0,,,810.0
,660.0,,654.0,,810.0,601.0,,,773.0,,,601.0
,660.0,,654.0,,810.0,601.0,,,773.0,,,773.0
651.0,,757.0,,605.0,,606.0,,835.0,,,,651.0
651.0,,757.0,,605.0,,606.0,,835.0,,,,757.0
651.0,,757.0,,605.0,,606.0,,835.0,,,,605.0
651.0,,757.0,,605.0,,606.0,,835.0,,,,606.0
651.0,,757.0,,605.0,,606.0,,835.0,,,,835.0
,664.0,,655.0,610.0,,,731.0,,745.0,,,664.0
,664.0,,655.0,610.0,,,731.0,,745.0,,,655.0
,664.0,,655.0,610.0,,,731.0,,745.0,,,610.0
,664.0,,655.0,610.0,,,731.0,,745.0,,,731.0
,664.0,,655.0,610.0,,,731.0,,745.0,,,745.0
648.0,,761.0,,,800.0,602.0,,822.0,,,,648.0
648.0,,761.0,,,800.0,602.0,,822.0,,,,761.0
648.0,,761.0,,,800.0,602.0,,822.0,,,,800.0
648.0,,761.0,,,800.0,602.0,,822.0,,,,602.0
648.0,,761.0,,,800.0,602.0,,822.0,,,,822.0
,673.0,,642.0,616.0,,,736.0,,756.0,,,673.0
,673.0,,642.0,616.0,,,736.0,,756.0,,,642.0
,673.0,,642.0,616.0,,,736.0,,756.0,,,616.0
,673.0,,642.0,616.0,,,736.0,,756.0,,,736.0
,673.0,,642.0,616.0,,,736.0,,756.0,,,756.0
662.0,,,632.0,,799.0,613.0,,795.0,,,,662.0
662.0,,,632.0,,799.0,613.0,,795.0,,,,632.0
662.0,,,632.0,,799.0,613.0,,795.0,,,,799.0
662.0,,,632.0,,799.0,613.0,,795.0,,,,613.0
662.0,,,632.0,,799.0,613.0,,795.0,,,,795.0
,680.0,762.0,,618.0,,,727.0,,755.0,,,680.0
,680.0,762.0,,618.0,,,727.0,,755.0,,,762.0
,680.0,762.0,,618.0,,,727.0,,755.0,,,618.0
,680.0,762.0,,618.0,,,727.0,,755.0,,,727.0
,680.0,762.0,,618.0,,,727.0,,755.0,,,755.0
678.0,,,637.0,,810.0,613.0,,800.0,,,,678.0
678.0,,,637.0,,810.0,613.0,,800.0,,,,637.0
678.0,,,637.0,,810.0,613.0,,800.0,,,,810.0
678.0,,,637.0,,810.0,613.0,,800.0,,,,613.0
678.0,,,637.0,,810.0,613.0,,800.0,,,,800.0
,689.0,760.0,,622.0,,,722.0,,733.0,,,689.0
,689.0,760.0,,622.0,,,722.0,,733.0,,,760.0
,689.0,760.0,,622.0,,,722.0,,733.0,,,622.0
,689.0,760.0,,622.0,,,722.0,,733.0,,,722.0
,689.0,760.0,,622.0,,,722.0,,733.0,,,733.0
680.0,,,640.0,,819.0,619.0,,801.0,,,,680.0
680.0,,,640.0,,819.0,619.0,,801.0,,,,640.0
680.0,,,640.0,,819.0,619.0,,801.0,,,,819.0
680.0,,,640.0,,819.0,619.0,,801.0,,,,619.0
680.0,,,640.0,,819.0,619.0,,801.0,,,,801.0
,677.0,754.0,,619.0,,,724.0,,710.0,,,677.0
,677.0,754.0,,619.0,,,724.0,,710.0,,,754.0
,677.0,754.0,,619.0,,,724.0,,710.0,,,619.0
,677.0,754.0,,619.0,,,724.0,,710.0,,,724.0
,677.0,754.0,,619.0,,,724.0,,710.0,,,710.0
673.0,,,638.0,621.0,,613.0,,803.0,,,,673.0
673.0,,,638.0,621.0,,613.0,,803.0,,,,638.0
673.0,,,638.0,621.0,,613.0,,803.0,,,,621.0
673.0,,,638.0,621.0,,613.0,,803.0,,,,613.0
673.0,,,638.0,621.0,,613.0,,803.0,,,,803.0
,686.0,728.0,,,825.0,597.0,,,716.0,,,686.0
,686.0,728.0,,,825.0,597.0,,,716.0,,,728.0
,686.0,728.0,,,825.0,597.0,,,716.0,,,825.0
,686.0,728.0,,,825.0,597.0,,,716.0,,,597.0
,686.0,728.0,,,825.0,597.0,,,716.0,,,716.0
669.0,,,637.0,620.0,,,718.0,808.0,,,,669.0
669.0,,,637.0,620.0,,,718.0,808.0,,,,637.0
669.0,,,637.0,620.0,,,718.0,808.0,,,,620.0
669.0,,,637.0,620.0,,,718.0,808.0,,,,718.0
669.0,,,637.0,620.0,,,718.0,808.0,,,,808.0
,691.0,703.0,,,814.0,596.0,,,732.0,,,691.0
,691.0,703.0,,,814.0,596.0,,,732.0,,,703.0
,691.0,703.0,,,814.0,596.0,,,732.0,,,814.0
,691.0,703.0,,,814.0,596.0,,,732.0,,,596.0
,691.0,703.0,,,814.0,596.0,,,732.0,,,732.0
674.0,,,627.0,620.0,,,709.0,795.0,,,,674.0
674.0,,,627.0,620.0,,,709.0,795.0,,,,627.0
674.0,,,627.0,620.0,,,709.0,795.0,,,,620.0
674.0,,,627.0,620.0,,,709.0,795.0,,,,709.0
674.0,,,627.0,620.0,,,709.0,795.0,,,,795.0
,692.0,696.0,,,817.0,598.0,,,748.0,,,692.0
,692.0,696.0,,,817.0,598.0,,,748.0,,,696.0
,692.0,696.0,,,817.0,598.0,,,748.0,,,817.0
,692.0,696.0,,,817.0,598.0,,,748.0,,,598.0
,692.0,696.0,,,817.0,598.0,,,748.0,,,748.0
684.0,,,633.0,618.0,,,699.0,782.0,,,,684.0
684.0,,,633.0,618.0,,,699.0,782.0,,,,633.0
684.0,,,633.0,618.0,,,699.0,782.0,,,,618.0
684.0,,,633.0,618.0,,,699.0,782.0,,,,699.0
684.0,,,633.0,618.0,,,699.0,782.0,,,,782.0
,693.0,712.0,,627.0,,601.0,,,729.0,,,693.0
,693.0,712.0,,627.0,,601.0,,,729.0,,,712.0
,693.0,712.0,,627.0,,601.0,,,729.0,,,627.0
,693.0,712.0,,627.0,,601.0,,,729.0,,,601.0
,693.0,712.0,,627.0,,601.0,,,729.0,,,729.0
684.0,,,638.0,,818.0,,702.0,,750.0,,,684.0
684.0,,,638.0,,818.0,,702.0,,750.0,,,638.0
684.0,,,638.0,,818.0,,702.0,,750.0,,,818.0
684.0,,,638.0,,818.0,,702.0,,750.0,,,702.0
684.0,,,638.0,,818.0,,702.0,,750.0,,,750.0
,679.0,,647.0,627.0,,602.0,,784.0,,,,679.0
,679.0,,647.0,627.0,,602.0,,784.0,,,,647.0
,679.0,,647.0,627.0,,602.0,,784.0,,,,627.0
,679.0,,647.0,627.0,,602.0,,784.0,,,,602.0
,679.0,,647.0,627.0,,602.0,,784.0,,,,784.0
679.0,,720.0,,,819.0,,704.0,,787.0,,,679.0
679.0,,720.0,,,819.0,,704.0,,787.0,,,720.0
679.0,,720.0,,,819.0,,704.0,,787.0,,,819.0
679.0,,720.0,,,819.0,,704.0,,787.0,,,704.0
679.0,,720.0,,,819.0,,704.0,,787.0,,,787.0
,663.0,,653.0,627.0,,590.0,,778.0,,,,663.0
,663.0,,653.0,627.0,,590.0,,778.0,,,,653.0
,663.0,,653.0,627.0,,590.0,,778.0,,,,627.0
,663.0,,653.0,627.0,,590.0,,778.0,,,,590.0
,663.0,,653.0,627.0,,590.0,,778.0,,,,778.0
680.0,,709.0,,,814.0,590.0,,,766.0,,,680.0
680.0,,709.0,,,814.0,590.0,,,766.0,,,709.0
680.0,,709.0,,,814.0,590.0,,,766.0,,,814.0
680.0,,709.0,,,814.0,590.0,,,766.0,,,590.0
680.0,,709.0,,,814.0,590.0,,,766.0,,,766.0
,664.0,,657.0,623.0,,,705.0,773.0,,,,664.0
,664.0,,657.0,623.0,,,705.0,773.0,,,,657.0
,664.0,,657.0,623.0,,,705.0,773.0,,,,623.0
,664.0,,657.0,623.0,,,705.0,773.0,,,,705.0
,664.0,,657.0,623.0,,,705.0,773.0,,,,773.0
658.0,,724.0,,626.0,,587.0,,,725.0,,,658.0
658.0,,724.0,,626.0,,587.0,,,725.0,,,724.0
658.0,,724.0,,626.0,,587.0,,,725.0,,,626.0
658.0,,724.0,,626.0,,587.0,,,725.0,,,587.0
658.0,,724.0,,626.0,,587.0,,,725.0,,,725.0
,668.0,,640.0,,791.0,,700.0,778.0,,,,668.0
,668.0,,640.0,,791.0,,700.0,778.0,,,,640.0
,668.0,,640.0,,791.0,,700.0,778.0,,,,791.0
,668.0,,640.0,,791.0,,700.0,778.0,,,,700.0
,668.0,,640.0,,791.0,,700.0,778.0,,,,778.0
648.0,,693.0,,630.0,,587.0,,,720.0,,,648.0
648.0,,693.0,,630.0,,587.0,,,720.0,,,693.0
648.0,,693.0,,630.0,,587.0,,,720.0,,,630.0
648.0,,693.0,,630.0,,587.0,,,720.0,,,587.0
648.0,,693.0,,630.0,,587.0,,,720.0,,,720.0
,669.0,,637.0,,782.0,,696.0,784.0,,,,669.0
,669.0,,637.0,,782.0,,696.0,784.0,,,,637.0
,669.0,,637.0,,782.0,,696.0,784.0,,,,782.0
,669.0,,637.0,,782.0,,696.0,784.0,,,,696.0
,669.0,,637.0,,782.0,,696.0,784.0,,,,784.0
638.0,,700.0,,630.0,,589.0,,,729.0,,,638.0
638.0,,700.0,,630.0,,589.0,,,729.0,,,700.0
638.0,,700.0,,630.0,,589.0,,,729.0,,,630.0
638.0,,700.0,,630.0,,589.0,,,729.0,,,589.0
638.0,,700.0,,630.0,,589.0,,,729.0,,,729.0
,671.0,,646.0,,785.0,,703.0,780.0,,,,671.0
,671.0,,646.0,,785.0,,703.0,780.0,,,,646.0
,671.0,,646.0,,785.0,,703.0,780.0,,,,785.0
,671.0,,646.0,,785.0,,703.0,780.0,,,,703.0
,671.0,,646.0,,785.0,,703.0,780.0,,,,780.0
621.0,,721.0,,625.0,,581.0,,,741.0,,,621.0
621.0,,721.0,,625.0,,581.0,,,741.0,,,721.0
621.0,,721.0,,625.0,,581.0,,,741.0,,,625.0
621.0,,721.0,,625.0,,581.0,,,741.0,,,581.0
621.0,,721.0,,625.0,,581.0,,,741.0,,,741.0
,659.0,,643.0,,792.0,,700.0,777.0,,,,659.0
,659.0,,643.0,,792.0,,700.0,777.0,,,,643.0
,659.0,,643.0,,792.0,,700.0,777.0,,,,792.0
,659.0,,643.0,,792.0,,700.0,777.0,,,,700.0
,659.0,,643.0,,792.0,,700.0,777.0,,,,777.0
638.0,,776.0,,626.0,,584.0,,,737.0,,,638.0
638.0,,776.0,,626.0,,584.0,,,737.0,,,776.0
638.0,,776.0,,626.0,,584.0,,,737.0,,,626.0
638.0,,776.0,,626.0,,584.0,,,737.0,,,584.0
638.0,,776.0,,626.0,,584.0,,,737.0,,,737.0
,660.0,,650.0,634.0,,,703.0,789.0,,,,660.0
,660.0,,650.0,634.0,,,703.0,789.0,,,,650.0
,660.0,,650.0,634.0,,,703.0,789.0,,,,634.0
,660.0,,650.0,634.0,,,703.0,789.0,,,,703.0
,660.0,,650.0,634.0,,,703.0,789.0,,,,789.0
672.0,,776.0,,,800.0,582.0,,,705.0,,,672.0
672.0,,776.0,,,800.0,582.0,,,705.0,,,776.0
672.0,,776.0,,,800.0,582.0,,,705.0,,,800.0
672.0,,776.0,,,800.0,582.0,,,705.0,,,582.0
672.0,,776.0,,,800.0,582.0,,,705.0,,,705.0
,673.0,,646.0,625.0,,589.0,,791.0,,,,673.0
,673.0,,646.0,625.0,,589.0,,791.0,,,,646.0
,673.0,,646.0,625.0,,589.0,,791.0,,,,625.0
,673.0,,646.0,625.0,,589.0,,791.0,,,,589.0
,673.0,,646.0,625.0,,589.0,,791.0,,,,791.0
682.0,,,634.0,,817.0,,711.0,,698.0,,,682.0
682.0,,,634.0,,817.0,,711.0,,698.0,,,634.0
682.0,,,634.0,,817.0,,711.0,,698.0,,,817.0
682.0,,,634.0,,817.0,,711.0,,698.0,,,711.0
682.0,,,634.0,,817.0,,711.0,,698.0,,,698.0
,682.0,771.0,,614.0,,591.0,,794.0,,,,682.0
,682.0,771.0,,614.0,,591.0,,794.0,,,,771.0
,682.0,771.0,,614.0,,591.0,,794.0,,,,614.0
,682.0,771.0,,614.0,,591.0,,794.0,,,,591.0
,682.0,771.0,,614.0,,591.0,,794.0,,,,794.0
674.0,,,652.0,,818.0,,716.0,,711.0,,,674.0
674.0,,,652.0,,818.0,,716.0,,711.0,,,652.0
674.0,,,652.0,,818.0,,716.0,,711.0,,,818.0
674.0,,,652.0,,818.0,,716.0,,711.0,,,716.0
674.0,,,652.0,,818.0,,716.0,,711.0,,,711.0
,683.0,772.0,,602.0,,587.0,,785.0,,,,683.0
,683.0,772.0,,602.0,,587.0,,785.0,,,,772.0
,683.0,772.0,,602.0,,587.0,,785.0,,,,602.0
,683.0,772.0,,602.0,,587.0,,785.0,,,,587.0
,683.0,772.0,,602.0,,587.0,,785.0,,,,785.0
683.0,,,656.0,605.0,,,722.0,,737.0,,,683.0
683.0,,,656.0,605.0,,,722.0,,737.0,,,656.0
683.0,,,656.0,605.0,,,722.0,,737.0,,,605.0
683.0,,,656.0,605.0,,,722.0,,737.0,,,722.0
683.0,,,656.0,605.0,,,722.0,,737.0,,,737.0
,688.0,760.0,,,823.0,589.0,,779.0,,,,688.0
,688.0,760.0,,,823.0,589.0,,779.0,,,,760.0
,688.0,760.0,,,823.0,589.0,,779.0,,,,823.0
,688.0,760.0,,,823.0,589.0,,779.0,,,,589.0
,688.0,760.0,,,823.0,589.0,,779.0,,,,779.0
701.0,,,682.0,605.0,,,729.0,,735.0,,,701.0
701.0,,,682.0,605.0,,,729.0,,735.0,,,682.0
701.0,,,682.0,605.0,,,729.0,,735.0,,,605.0
701.0,,,682.0,605.0,,,729.0,,735.0,,,729.0
701.0,,,682.0,605.0,,,729.0,,735.0,,,735.0
,687.0,720.0,,,832.0,595.0,,767.0,,,,687.0
,687.0,720.0,,,832.0,595.0,,767.0,,,,720.0
,687.0,720.0,,,832.0,595.0,,767.0,,,,832.0
,687.0,720.0,,,832.0,595.0,,767.0,,,,595.0
,687.0,720.0,,,832.0,595.0,,767.0,,,,767.0
697.0,,,676.0,607.0,,598.0,,,756.0,,,697.0
697.0,,,676.0,607.0,,598.0,,,756.0,,,676.0
697.0,,,676.0,607.0,,598.0,,,756.0,,,607.0
697.0,,,676.0,607.0,,598.0,,,756.0,,,598.0
697.0,,,676.0,607.0,,598.0,,,756.0,,,756.0
,672.0,705.0,,,836.0,,725.0,767.0,,,,672.0
,672.0,705.0,,,836.0,,725.0,767.0,,,,705.0
,672.0,705.0,,,836.0,,725.0,767.0,,,,836.0
,672.0,705.0,,,836.0,,725.0,767.0,,,,725.0
,672.0,705.0,,,836.0,,725.0,767.0,,,,767.0
669.0,,,656.0,609.0,,599.0,,,735.0,,,669.0
669.0,,,656.0,609.0,,599.0,,,735.0,,,656.0
669.0,,,656.0,609.0,,599.0,,,735.0,,,609.0
669.0,,,656.0,609.0,,599.0,,,735.0,,,599.0
669.0,,,656.0,609.0,,599.0,,,735.0,,,735.0
,668.0,708.0,,612.0,,,729.0,770.0,,,,668.0
,668.0,708.0,,612.0,,,729.0,770.0,,,,708.0
,668.0,708.0,,612.0,,,729.0,770.0,,,,612.0
,668.0,708.0,,612.0,,,729.0,770.0,,,,729.0
,668.0,708.0,,612.0,,,729.0,770.0,,,,770.0
666.0,,,661.0,,823.0,584.0,,,732.0,,,666.0
666.0,,,661.0,,823.0,584.0,,,732.0,,,661.0
666.0,,,661.0,,823.0,584.0,,,732.0,,,823.0
666.0,,,661.0,,823.0,584.0,,,732.0,,,584.0
666.0,,,661.0,,823.0,584.0,,,732.0,,,732.0
,668.0,727.0,,618.0,,,720.0,769.0,,,,668.0
,668.0,727.0,,618.0,,,720.0,769.0,,,,727.0
,668.0,727.0,,618.0,,,720.0,769.0,,,,618.0
,668.0,727.0,,618.0,,,720.0,769.0,,,,720.0
,668.0,727.0,,618.0,,,720.0,769.0,,,,769.0
673.0,,,664.0,,822.0,571.0,,,701.0,,,673.0
673.0,,,664.0,,822.0,571.0,,,701.0,,,664.0
673.0,,,664.0,,822.0,571.0,,,701.0,,,822.0
673.0,,,664.0,,822.0,571.0,,,701.0,,,571.0
673.0,,,664.0,,822.0,571.0,,,701.0,,,701.0
,669.0,742.0,,622.0,,,714.0,,700.0,,,669.0
,669.0,742.0,,622.0,,,714.0,,700.0,,,742.0
,669.0,742.0,,622.0,,,714.0,,700.0,,,622.0
,669.0,742.0,,622.0,,,714.0,,700.0,,,714.0
,669.0,742.0,,622.0,,,714.0,,700.0,,,700.0
668.0,,,667.0,,817.0,578.0,,772.0,,,,668.0
668.0,,,667.0,,817.0,578.0,,772.0,,,,667.0
668.0,,,667.0,,817.0,578.0,,772.0,,,,817.0
668.0,,,667.0,,817.0,578.0,,772.0,,,,578.0
668.0,,,667.0,,817.0,578.0,,772.0,,,,772.0
,671.0,737.0,,624.0,,582.0,,,709.0,,,671.0
,671.0,737.0,,624.0,,582.0,,,709.0,,,737.0
,671.0,737.0,,624.0,,582.0,,,709.0,,,624.0
,671.0,737.0,,624.0,,582.0,,,709.0,,,582.0
,671.0,737.0,,624.0,,582.0,,,709.0,,,709.0
651.0,,,664.0,613.0,,,713.0,783.0,,,,651.0
651.0,,,664.0,613.0,,,713.0,783.0,,,,664.0
651.0,,,664.0,613.0,,,713.0,783.0,,,,613.0
651.0,,,664.0,613.0,,,713.0,783.0,,,,713.0
651.0,,,664.0,613.0,,,713.0,783.0,,,,783.0
,672.0,,658.0,,802.0,592.0,,,705.0,,,672.0
,672.0,,658.0,,802.0,592.0,,,705.0,,,658.0
,672.0,,658.0,,802.0,592.0,,,705.0,,,802.0
,672.0,,658.0,,802.0,592.0,,,705.0,,,592.0
,672.0,,658.0,,802.0,592.0,,,705.0,,,705.0
641.0,,715.0,,618.0,,,709.0,781.0,,,,641.0
641.0,,715.0,,618.0,,,709.0,781.0,,,,715.0
641.0,,715.0,,618.0,,,709.0,781.0,,,,618.0
641.0,,715.0,,618.0,,,709.0,781.0,,,,709.0
641.0,,715.0,,618.0,,,709.0,781.0,,,,781.0
,658.0,,667.0,,789.0,599.0,,,699.0,,,658.0
,658.0,,667.0,,789.0,599.0,,,699.0,,,667.0
,658.0,,667.0,,789.0,599.0,,,699.0,,,789.0
,658.0,,667.0,,789.0,599.0,,,699.0,,,599.0
,658.0,,667.0,,789.0,599.0,,,699.0,,,699.0
645.0,,719.0,,614.0,,,708.0,793.0,,,,645.0
645.0,,719.0,,614.0,,,708.0,793.0,,,,719.0
645.0,,719.0,,614.0,,,708.0,793.0,,,,614.0
645.0,,719.0,,614.0,,,708.0,793.0,,,,708.0
645.0,,719.0,,614.0,,,708.0,793.0,,,,793.0
,660.0,,687.0,,785.0,591.0,,,735.0,,,660.0
,660.0,,687.0,,785.0,591.0,,,735.0,,,687.0
,660.0,,687.0,,785.0,591.0,,,735.0,,,785.0
,660.0,,687.0,,785.0,591.0,,,735.0,,,591.0
,660.0,,687.0,,785.0,591.0,,,735.0,,,735.0
677.0,,715.0,,609.0,,,700.0,799.0,,,,677.0
677.0,,715.0,,609.0,,,700.0,799.0,,,,715.0
677.0,,715.0,,609.0,,,700.0,799.0,,,,609.0
677.0,,715.0,,609.0,,,700.0,799.0,,,,700.0
677.0,,715.0,,609.0,,,700.0,799.0,,,,799.0
,659.0,,692.0,607.0,,597.0,,,752.0,,,659.0
,659.0,,692.0,607.0,,597.0,,,752.0,,,692.0
,659.0,,692.0,607.0,,597.0,,,752.0,,,607.0
,659.0,,692.0,607.0,,597.0,,,752.0,,,597.0
,659.0,,692.0,607.0,,597.0,,,752.0,,,752.0
705.0,,699.0,,,796.0,,704.0,796.0,,,,705.0
705.0,,699.0,,,796.0,,704.0,796.0,,,,699.0
705.0,,699.0,,,796.0,,704.0,796.0,,,,796.0
705.0,,699.0,,,796.0,,704.0,796.0,,,,704.0
705.0,,699.0,,,796.0,,704.0,796.0,,,,796.0
,664.0,,695.0,609.0,,606.0,,,759.0,,,664.0
,664.0,,695.0,609.0,,606.0,,,759.0,,,695.0
,664.0,,695.0,609.0,,606.0,,,759.0,,,609.0
,664.0,,695.0,609.0,,606.0,,,759.0,,,606.0
,664.0,,695.0,609.0,,606.0,,,759.0,,,759.0
678.0,,660.0,,,830.0,,712.0,796.0,,,,678.0
678.0,,660.0,,,830.0,,712.0,796.0,,,,660.0
678.0,,660.0,,,830.0,,712.0,796.0,,,,830.0
678.0,,660.0,,,830.0,,712.0,796.0,,,,712.0
678.0,,660.0,,,830.0,,712.0,796.0,,,,796.0
,673.0,,692.0,612.0,,607.0,,,729.0,,,673.0
,673.0,,692.0,612.0,,607.0,,,729.0,,,692.0
,673.0,,692.0,612.0,,607.0,,,729.0,,,612.0
,673.0,,692.0,612.0,,607.0,,,729.0,,,607.0
,673.0,,692.0,612.0,,607.0,,,729.0,,,729.0
671.0,,653.0,,,846.0,604.0,,777.0,,,,671.0
671.0,,653.0,,,846.0,604.0,,777.0,,,,653.0
671.0,,653.0,,,846.0,604.0,,777.0,,,,846.0
671.0,,653.0,,,846.0,604.0,,777.0,,,,604.0
671.0,,653.0,,,846.0,604.0,,777.0,,,,777.0
,681.0,,690.0,614.0,,,716.0,,732.0,,,681.0
,681.0,,690.0,614.0,,,716.0,,732.0,,,690.0
,681.0,,690.0,614.0,,,716.0,,732.0,,,614.0
,681.0,,690.0,614.0,,,716.0,,732.0,,,716.0
,681.0,,690.0,614.0,,,716.0,,732.0,,,732.0
679.0,,645.0,,608.0,,612.0,,767.0,,,,679.0
679.0,,645.0,,608.0,,612.0,,767.0,,,,645.0
679.0,,645.0,,608.0,,612.0,,767.0,,,,608.0
679.0,,645.0,,608.0,,612.0,,767.0,,,,612.0
679.0,,645.0,,608.0,,612.0,,767.0,,,,767.0
,670.0,633.0,,,845.0,,731.0,,751.0,,,670.0
,670.0,633.0,,,845.0,,731.0,,751.0,,,633.0
,670.0,633.0,,,845.0,,731.0,,751.0,,,845.0
,670.0,633.0,,,845.0,,731.0,,751.0,,,731.0
,670.0,633.0,,,845.0,,731.0,,751.0,,,751.0
679.0,,,692.0,613.0,,614.0,,771.0,,,,679.0
679.0,,,692.0,613.0,,614.0,,771.0,,,,692.0
679.0,,,692.0,613.0,,614.0,,771.0,,,,613.0
679.0,,,692.0,613.0,,614.0,,771.0,,,,614.0
679.0,,,692.0,613.0,,614.0,,771.0,,,,771.0
,674.0,623.0,,,818.0,,744.0,,757.0,,,674.0
,674.0,623.0,,,818.0,,744.0,,757.0,,,623.0
,674.0,623.0,,,818.0,,744.0,,757.0,,,818.0
,674.0,623.0,,,818.0,,744.0,,757.0,,,744.0
,674.0,623.0,,,818.0,,744.0,,757.0,,,757.0
663.0,,,697.0,619.0,,618.0,,769.0,,,,663.0
663.0,,,697.0,619.0,,618.0,,769.0,,,,697.0
663.0,,,697.0,619.0,,618.0,,769.0,,,,619.0
663.0,,,697.0,619.0,,618.0,,769.0,,,,618.0
663.0,,,697.0,619.0,,618.0,,769.0,,,,769.0
,677.0,632.0,,,823.0,,708.0,,736.0,,,677.0
,677.0,632.0,,,823.0,,708.0,,736.0,,,632.0
,677.0,632.0,,,823.0,,708.0,,736.0,,,823.0
,677.0,632.0,,,823.0,,708.0,,736.0,,,708.0
